protein_id,molecular_weight,isoelectric_point,hydrophobicity,sequence_length,hydrophobic_aa_percent,charged_aa_percent,solubility,aa_A,aa_R,aa_N,aa_D,aa_C,aa_Q,aa_E,aa_G,aa_H,aa_I,aa_L,aa_K,aa_M,aa_F,aa_P,aa_S,aa_T,aa_W,aa_Y,aa_V
PROT_1140,82.1,8.04,1.441,688,28.41,20.99,0,1.44,8.63,2.58,4.79,6.65,1.52,6.58,6.28,8.4,5.86,7.0,0.99,9.24,5.1,4.21,1.82,1.92,3.0,7.97,6.01
PROT_1141,83.46,7.82,1.068,320,26.5,21.14,0,3.88,5.0,6.98,5.42,7.02,6.87,6.49,2.22,4.24,4.01,4.38,4.23,3.11,6.31,4.19,5.67,7.21,4.51,4.87,3.41
PROT_1142,44.1,9.95,-1.827,492,33.27,23.92,1,4.19,5.85,1.17,7.39,4.92,5.47,4.21,4.4,2.86,5.02,5.23,6.47,6.07,6.77,6.46,3.07,5.76,5.46,2.63,6.6
PROT_1143,115.25,8.46,1.449,135,35.23,19.09,0,8.28,2.29,4.38,4.05,7.19,3.7,6.23,3.33,4.59,3.79,5.53,6.52,1.16,7.42,3.02,3.68,6.22,5.1,8.41,5.11
PROT_1144,37.1,10.97,0.609,180,33.83,21.27,1,6.82,6.02,5.04,3.99,4.56,3.14,4.56,2.47,5.78,3.25,5.73,6.7,1.35,4.34,3.1,6.9,8.13,5.82,4.43,7.87
PROT_1145,78.42,4.91,0.217,778,30.6,21.54,0,8.22,4.98,4.31,8.56,6.89,8.39,3.69,1.18,6.37,5.21,5.58,4.31,2.31,2.61,7.14,5.29,3.4,3.0,2.59,5.98
PROT_1146,66.17,6.04,1.169,417,31.13,21.48,0,7.66,3.06,7.99,9.79,9.5,7.25,4.6,2.8,5.2,3.88,7.14,4.03,2.1,6.7,2.44,6.44,1.5,2.29,2.18,3.46
PROT_1147,26.32,7.95,1.709,691,26.62,22.25,0,5.94,7.01,3.63,3.89,4.8,9.39,8.74,2.22,1.3,1.92,3.1,2.61,9.27,3.21,8.92,4.03,3.29,4.96,4.29,7.49
PROT_1148,85.48,10.56,-0.516,411,31.75,20.6,1,9.63,2.33,7.11,7.82,1.13,4.78,1.27,7.63,1.94,2.39,8.85,9.18,5.88,3.14,7.41,1.24,4.49,3.56,6.03,4.18
PROT_1149,18.07,5.25,0.967,330,31.39,11.74,1,5.71,1.34,8.92,2.67,3.66,0.97,5.03,7.26,5.92,6.46,8.53,2.7,6.25,4.95,8.0,2.5,6.89,1.43,6.52,4.31
PROT_1150,111.36,4.47,-0.637,190,21.47,23.75,1,4.76,5.86,7.7,6.66,7.46,3.77,7.32,0.9,7.45,2.08,1.22,3.91,7.46,5.55,3.6,4.01,5.05,3.82,7.39,4.04
PROT_1151,75.69,6.65,0.595,230,28.48,16.7,0,1.22,2.59,7.79,2.96,5.87,4.61,5.77,8.16,8.31,4.01,6.82,5.38,2.48,2.83,6.48,2.78,6.87,7.85,1.49,5.75
PROT_1152,61.71,5.17,0.19,228,20.41,21.46,0,1.11,4.38,1.33,1.92,2.78,5.17,9.55,9.86,2.32,2.51,3.36,5.61,8.4,2.86,8.7,4.17,7.15,4.25,8.27,6.32
PROT_1153,74.63,9.73,1.288,742,31.32,22.22,0,3.82,1.96,6.0,4.7,6.01,6.37,8.0,8.15,2.08,8.12,4.96,7.56,2.76,6.08,3.56,5.16,1.86,7.41,4.5,0.93
PROT_1154,63.11,10.07,1.976,168,36.21,23.78,0,8.17,8.7,4.52,6.6,3.02,7.6,3.72,3.88,2.69,5.42,6.6,4.76,5.4,5.31,1.03,0.94,6.62,5.88,4.32,4.83
PROT_1155,22.83,7.61,-0.303,422,32.97,26.15,1,8.3,5.1,5.86,8.69,2.16,3.41,4.16,1.41,5.8,5.09,8.98,8.2,6.52,1.49,6.16,3.99,1.88,1.13,3.7,7.98
PROT_1156,86.89,5.67,-0.508,782,30.24,18.61,1,5.9,3.58,4.4,6.37,1.3,6.68,5.29,3.44,7.81,7.59,4.84,3.37,1.23,4.06,4.46,7.09,6.97,6.13,7.79,1.72
PROT_1157,25.86,10.64,-0.115,372,27.03,22.66,1,1.71,4.49,1.14,6.06,1.73,6.41,6.98,5.88,5.58,1.0,7.17,5.13,7.08,7.84,7.01,5.26,8.89,4.21,1.33,5.1
PROT_1158,92.38,4.2,-1.294,461,24.8,16.59,1,3.24,2.75,8.88,5.64,6.89,5.79,4.61,2.15,8.37,4.28,6.38,3.59,1.46,1.19,7.68,8.47,1.33,4.74,7.57,4.97
PROT_1159,113.39,8.48,1.473,512,24.16,20.98,0,2.1,6.27,5.46,2.22,7.06,5.96,6.58,5.89,1.16,0.99,6.35,5.91,8.05,3.84,5.94,5.77,3.07,4.62,6.49,6.26
PROT_1160,86.39,6.56,1.602,272,31.99,20.45,0,6.27,7.64,5.0,3.73,8.37,2.47,2.33,6.88,7.03,7.77,3.28,6.75,1.49,1.73,3.51,4.09,7.37,4.9,1.34,8.04
PROT_1161,63.07,8.19,-1.814,451,30.86,19.63,1,4.08,6.39,5.18,2.44,3.97,3.83,6.18,6.1,6.32,5.71,4.0,4.62,6.12,7.24,6.29,0.83,4.59,3.25,6.28,6.58
PROT_1162,54.26,5.7,-1.419,531,28.09,20.37,1,4.08,8.31,6.25,1.89,3.82,7.2,6.24,3.21,9.27,4.47,5.1,3.93,1.56,4.65,3.65,4.4,6.73,6.86,5.46,2.93
PROT_1163,58.27,7.5,-1.161,754,34.65,18.75,1,6.49,1.92,2.1,7.42,1.55,7.51,4.46,7.43,1.68,5.96,4.82,4.95,5.76,6.15,10.23,4.0,3.08,2.56,3.27,8.67
PROT_1164,106.32,10.49,1.686,641,32.57,19.43,0,7.25,2.69,3.36,9.11,5.59,8.59,1.31,2.32,6.67,4.6,2.31,6.32,9.21,6.73,2.13,3.88,3.85,5.72,2.39,5.96
PROT_1165,23.46,7.01,-0.168,591,31.19,14.91,1,6.97,2.12,1.47,7.31,3.3,9.1,3.08,7.06,3.29,3.5,0.97,2.4,3.02,4.76,1.8,6.99,8.65,6.67,9.22,8.32
PROT_1166,45.97,4.48,-0.889,198,32.11,19.97,1,5.24,7.46,3.69,2.07,7.65,2.37,4.52,8.54,4.37,8.35,5.1,5.92,5.68,5.29,4.64,4.72,3.28,3.57,2.99,4.56
PROT_1167,103.23,9.89,0.112,381,23.24,24.21,0,8.61,2.05,8.69,9.15,9.09,4.38,8.32,0.95,3.65,5.92,2.43,4.69,6.43,1.45,6.72,2.66,4.05,2.99,5.93,1.84
PROT_1168,48.19,5.62,-0.485,214,15.87,25.18,1,5.77,4.3,7.26,3.72,1.86,8.06,8.82,4.2,7.38,2.0,1.96,8.34,7.9,1.4,8.5,4.65,6.2,3.6,2.93,1.14
PROT_1169,26.04,8.38,-1.161,795,32.89,15.89,1,1.85,5.73,3.15,2.76,2.49,4.23,6.03,7.05,7.86,6.34,7.82,1.37,4.03,5.83,3.03,4.35,7.56,4.06,7.46,6.99
PROT_1170,104.72,8.76,-1.296,222,23.31,23.17,1,5.2,8.27,5.77,5.17,7.5,1.37,4.37,1.63,6.97,3.54,6.33,5.36,5.39,4.21,4.01,3.77,8.15,1.65,8.98,2.38
PROT_1171,49.48,4.31,-1.683,305,32.45,24.69,1,7.55,7.38,4.57,4.69,3.91,1.1,7.46,6.8,5.21,3.61,7.44,5.16,6.28,2.06,4.41,1.92,5.79,4.63,2.86,7.16
PROT_1172,71.87,8.64,-0.648,562,28.64,29.97,1,2.21,5.78,5.29,8.06,1.61,6.71,7.75,2.55,2.15,1.02,7.77,8.38,5.03,8.66,1.89,4.4,7.81,4.7,3.97,4.28
PROT_1173,117.76,8.46,-0.527,328,29.33,27.66,1,4.69,6.23,8.01,6.11,1.91,4.52,7.5,4.1,2.47,2.78,7.92,7.82,0.87,2.15,4.75,6.85,2.76,5.45,6.77,6.34
PROT_1174,72.83,9.71,1.24,103,28.97,15.29,0,8.62,2.45,9.16,2.07,7.87,8.17,5.25,7.09,1.27,3.15,2.79,5.52,7.03,5.0,1.48,2.04,4.93,7.37,6.71,2.04
PROT_1175,104.65,4.48,1.155,511,32.64,23.94,0,6.08,6.67,1.13,6.21,1.95,3.36,2.97,3.87,5.3,6.68,5.89,8.09,6.72,7.44,8.11,5.63,3.0,1.59,4.36,4.96
PROT_1176,116.31,5.14,0.177,418,29.71,19.92,0,6.63,2.94,7.26,4.23,4.73,7.05,8.12,3.36,5.33,3.02,7.97,4.63,7.69,2.78,5.79,4.52,2.51,2.21,2.14,7.1
PROT_1177,114.13,4.33,1.438,330,26.72,18.84,0,4.96,7.9,4.21,0.93,7.37,7.7,2.69,5.58,8.07,5.33,5.41,7.32,8.22,4.09,1.1,4.02,5.74,5.42,2.44,1.51
PROT_1178,44.42,9.66,-0.696,549,27.82,23.25,1,5.21,6.73,2.95,8.84,5.1,8.18,4.07,5.48,3.0,4.48,6.15,3.61,8.35,7.41,1.56,5.45,1.07,1.91,7.78,2.66
PROT_1179,50.97,10.28,-1.04,724,20.71,25.84,1,1.8,5.74,4.5,4.66,4.28,8.29,7.76,3.57,4.06,5.47,4.29,7.68,5.82,3.04,8.02,3.38,3.4,5.09,8.13,1.02
PROT_1180,70.61,10.84,-1.344,156,26.34,22.15,1,2.27,7.62,1.8,2.1,5.8,9.15,9.91,3.69,1.72,3.11,4.23,2.52,3.94,7.89,7.18,4.44,8.54,1.6,5.24,7.24
PROT_1181,96.33,4.99,1.804,273,29.15,21.21,0,7.08,1.93,1.66,6.88,2.75,3.82,9.47,5.6,7.64,4.0,1.59,2.93,8.37,7.21,5.44,4.62,6.82,3.47,2.92,5.8
PROT_1182,72.93,4.27,0.874,755,20.54,26.01,0,3.5,7.16,2.09,7.74,6.62,6.27,2.92,8.14,0.89,6.0,5.12,8.19,4.04,2.96,6.99,6.62,5.07,1.49,6.71,1.47
PROT_1183,92.81,9.11,-1.067,594,37.9,20.06,1,3.79,5.57,5.66,1.4,1.12,8.45,4.81,8.35,1.63,7.43,6.25,8.28,3.55,4.22,1.61,8.24,1.61,8.78,1.83,7.43
PROT_1184,38.5,4.65,0.368,392,24.98,31.74,1,5.07,1.91,3.45,9.32,7.79,8.52,10.64,5.71,5.59,3.15,3.72,9.87,2.41,2.41,1.45,2.93,2.09,8.56,3.34,2.07
PROT_1185,73.97,9.72,-1.172,532,32.59,12.43,1,1.39,6.97,10.15,1.55,6.27,6.11,1.73,4.69,5.0,8.8,2.57,2.18,6.53,7.53,9.37,1.41,2.54,7.48,2.9,4.82
PROT_1186,100.38,4.21,-1.043,290,24.62,23.0,1,2.59,4.08,7.32,3.83,1.24,3.09,7.8,7.45,8.29,7.69,1.48,7.29,2.47,4.96,5.07,5.49,7.51,6.8,4.44,1.1
PROT_1187,101.68,9.29,-1.164,483,30.55,22.8,0,1.15,8.57,3.09,9.13,3.21,4.11,1.19,5.19,3.15,5.41,7.56,3.91,8.05,5.21,3.93,6.99,4.03,8.33,4.89,2.89
PROT_1188,56.89,7.23,-1.945,688,26.25,20.52,1,6.03,4.93,6.83,3.92,1.2,4.87,6.15,5.45,5.61,2.72,6.38,5.52,6.94,6.9,6.79,5.55,4.36,3.13,5.63,1.09
PROT_1189,20.1,6.95,-1.001,301,26.19,27.36,1,3.34,8.72,8.29,9.18,4.33,6.09,8.27,2.11,7.46,2.8,4.87,1.19,1.87,6.74,5.39,1.02,1.17,5.16,8.71,3.28
PROT_1190,71.88,8.85,0.744,643,23.72,14.52,0,2.71,1.18,7.17,3.72,5.36,5.0,3.29,6.7,6.68,5.5,6.09,6.33,2.94,3.7,7.0,7.9,5.01,2.1,7.99,3.62
PROT_1191,103.32,5.35,1.811,624,32.31,20.21,0,7.34,4.02,9.54,1.92,6.29,1.94,5.91,4.57,1.16,2.8,3.63,8.36,7.64,2.98,5.21,5.77,2.73,7.06,2.63,8.5
PROT_1192,65.48,4.26,-0.959,605,32.25,23.29,1,1.3,7.29,4.72,4.98,5.7,4.74,9.13,3.48,4.9,5.34,7.44,1.89,3.09,7.94,2.18,4.63,1.96,4.02,9.06,6.21
PROT_1193,78.8,6.8,0.993,420,24.91,13.7,0,1.49,2.76,11.09,4.9,11.73,6.2,3.73,2.88,5.45,4.19,6.32,2.31,6.77,6.34,2.75,6.41,1.83,3.99,6.26,2.58
PROT_1194,81.35,6.2,1.968,660,24.5,20.59,0,3.43,5.65,3.73,3.51,2.81,6.49,4.66,2.72,4.7,2.79,7.31,6.77,7.28,2.61,4.29,8.37,6.99,2.36,7.52,6.0
PROT_1195,95.43,9.21,1.212,479,30.07,22.35,0,5.82,6.65,1.03,2.53,0.87,1.46,5.27,3.88,8.07,1.95,6.56,7.9,7.99,3.61,5.17,7.54,5.91,5.93,5.65,6.2
PROT_1196,42.26,10.24,1.095,99,20.02,19.35,0,3.0,4.18,7.84,1.45,6.05,8.29,6.49,1.16,7.88,2.66,1.23,7.23,5.98,4.52,9.0,4.12,5.72,1.58,4.57,7.03
PROT_1197,93.63,6.99,-0.683,221,24.48,21.05,1,3.09,5.12,2.91,3.07,7.87,8.59,7.4,1.16,6.42,2.27,4.79,5.46,6.6,5.51,7.91,1.88,7.39,5.65,3.74,3.17
PROT_1198,84.54,5.99,1.005,679,30.23,19.51,0,7.13,5.63,3.83,5.26,7.05,6.24,1.58,2.96,3.99,7.04,1.46,7.04,5.57,7.23,6.8,6.37,4.96,3.64,2.49,3.73
PROT_1199,81.81,6.36,-0.38,156,16.61,23.58,1,2.54,5.77,6.82,6.05,4.87,6.87,3.92,7.5,4.6,4.39,1.49,7.84,7.08,1.21,4.09,4.24,7.92,1.58,5.84,5.4
PROT_1200,82.19,7.38,0.698,563,33.33,21.01,1,6.08,1.09,2.73,7.95,7.57,4.85,4.8,1.44,7.39,2.86,5.27,7.17,6.86,6.52,3.04,3.3,1.87,7.93,6.62,4.67
PROT_1201,115.81,10.72,0.701,614,30.37,28.6,0,3.87,4.25,4.97,9.1,1.94,2.63,8.48,4.33,3.6,3.17,4.67,6.77,1.7,1.6,5.18,1.98,6.92,9.02,7.8,8.04
PROT_1202,95.58,10.11,-0.042,766,23.79,21.68,1,2.88,7.72,7.75,4.43,5.09,1.68,3.9,1.38,7.72,2.73,3.65,5.63,7.98,8.22,7.16,2.61,6.43,4.21,6.74,2.1
PROT_1203,24.09,8.55,1.084,111,33.55,29.01,1,8.55,8.06,7.29,8.99,2.46,5.06,6.92,4.94,3.36,6.53,9.0,5.04,0.96,4.82,5.58,1.93,2.15,2.94,3.7,1.71
PROT_1204,85.21,4.94,-1.566,81,33.47,24.27,1,8.31,6.66,3.98,5.25,5.36,5.58,5.98,4.02,1.0,5.02,3.63,6.38,2.42,8.49,7.23,5.83,3.63,1.34,3.22,6.68
PROT_1205,99.06,9.56,0.825,664,22.76,23.52,0,2.41,8.89,4.7,7.59,6.92,7.68,1.06,1.27,2.87,5.08,1.38,5.98,6.95,4.25,6.64,7.04,6.94,8.45,2.7,1.19
PROT_1206,52.85,5.93,1.094,602,31.38,18.83,0,2.86,5.1,5.84,6.49,6.65,5.0,3.44,4.57,4.31,6.59,6.02,3.8,7.99,7.54,6.5,3.15,3.74,3.55,2.02,4.82
PROT_1207,109.92,6.42,1.812,460,31.85,20.65,0,5.34,4.86,6.07,5.31,6.0,1.0,8.98,1.32,3.65,7.63,7.54,1.5,4.78,2.53,6.29,9.48,1.48,2.06,7.44,6.75
PROT_1208,36.01,9.32,0.299,105,26.36,17.82,1,2.87,1.04,8.77,7.47,9.53,4.92,7.61,3.17,7.49,7.24,2.9,1.7,5.38,2.21,2.23,4.95,7.35,4.11,2.03,7.03
PROT_1209,102.45,9.7,-0.011,260,35.27,15.0,0,6.67,3.76,7.61,2.57,6.69,7.04,5.71,2.57,1.98,4.38,2.63,2.96,2.09,8.46,6.48,2.17,8.48,5.06,4.62,8.07
PROT_1210,35.65,4.87,0.507,606,27.41,20.6,0,3.95,6.09,1.88,3.04,3.0,5.14,7.74,7.15,8.79,1.04,7.09,3.73,6.76,3.19,8.89,2.78,4.91,3.34,2.67,8.8
PROT_1211,71.74,10.26,0.61,475,28.74,24.16,0,4.77,3.54,5.52,7.99,1.77,5.6,7.42,5.46,0.92,4.26,4.08,5.21,6.75,5.57,3.57,7.75,5.84,4.36,3.94,5.7
PROT_1212,70.58,8.32,-0.948,215,30.34,22.54,1,3.87,6.57,3.36,6.75,6.45,1.66,4.83,6.5,7.26,4.62,6.27,4.39,1.14,2.55,2.06,7.52,2.49,8.69,8.68,4.34
PROT_1213,98.78,9.46,0.724,110,31.21,11.93,0,8.69,2.56,7.2,1.17,5.63,5.71,5.66,8.07,6.21,4.95,2.59,2.54,6.34,1.05,2.17,5.55,3.82,5.46,6.18,8.47
PROT_1214,24.35,9.11,-1.076,422,24.04,25.46,1,3.97,4.55,4.89,9.16,6.81,4.62,7.01,1.33,6.79,3.0,3.66,4.74,1.83,3.66,6.09,7.08,4.84,2.27,6.23,7.48
PROT_1215,45.03,6.54,1.115,748,30.49,19.99,0,3.71,8.53,4.34,2.32,3.85,5.97,4.51,8.98,4.87,2.79,6.94,4.63,6.24,3.25,3.95,6.24,1.04,5.88,4.04,7.92
PROT_1216,34.52,10.63,-1.182,597,39.0,12.68,1,2.45,4.59,4.94,2.6,1.3,6.72,1.6,6.12,6.7,8.35,8.31,3.89,3.85,6.28,8.57,3.65,3.97,7.16,2.5,6.45
PROT_1217,95.72,10.21,0.512,282,28.5,19.88,1,3.16,2.71,9.09,4.48,4.19,7.57,5.76,1.2,1.01,5.5,4.52,6.93,6.99,7.16,2.66,8.08,2.21,3.51,8.63,4.65
PROT_1218,93.88,9.7,0.863,508,28.24,21.2,0,4.67,3.77,3.82,8.46,1.63,8.88,7.3,7.23,5.86,1.08,2.49,1.67,4.24,8.27,7.11,6.19,3.84,8.54,1.76,3.19
PROT_1219,35.1,7.8,1.576,540,24.95,23.24,0,8.6,7.59,2.93,4.85,2.6,8.59,2.76,4.42,5.29,1.35,7.07,8.04,6.59,1.94,8.45,1.13,3.55,4.39,8.25,1.6
PROT_1220,55.94,6.75,0.433,735,29.95,22.55,0,1.82,5.76,7.78,5.52,9.79,3.46,8.34,4.19,6.46,4.63,3.87,2.93,1.37,2.42,3.91,2.35,1.41,8.75,6.8,8.46
PROT_1221,59.85,10.33,0.35,140,31.9,13.41,1,4.0,3.55,9.42,3.65,3.85,5.5,4.69,11.78,3.17,2.27,4.96,1.52,3.68,5.99,1.24,6.99,3.41,10.41,5.64,4.27
PROT_1222,89.65,8.91,0.554,734,34.09,16.69,0,5.11,3.22,3.37,4.71,8.91,2.03,7.41,1.68,1.67,2.51,8.03,1.35,7.52,7.28,8.06,4.49,3.69,4.02,7.82,7.14
PROT_1223,69.46,4.74,1.504,111,21.57,26.62,0,1.49,9.13,2.27,6.14,3.23,3.19,2.35,6.36,8.02,7.51,1.09,9.0,6.09,4.15,1.08,9.46,2.71,4.37,9.38,2.96
PROT_1224,75.44,8.7,0.959,687,26.45,17.2,0,2.71,3.72,4.26,5.29,9.85,1.87,4.46,1.52,7.88,7.02,1.85,3.73,6.23,6.32,2.76,4.7,8.21,4.45,9.06,4.1
PROT_1225,53.39,7.43,1.647,183,36.74,14.27,0,7.59,5.52,5.17,1.55,4.37,6.2,1.51,0.96,0.99,3.39,8.51,5.69,2.53,2.2,7.61,8.59,5.38,6.64,7.17,8.41
PROT_1226,67.08,7.66,-0.605,238,32.45,16.41,1,4.5,2.23,5.93,2.69,2.12,7.37,3.3,3.92,9.05,1.29,8.29,8.19,7.76,1.29,1.38,9.31,2.74,8.3,1.55,8.78
PROT_1227,26.57,7.88,-1.808,738,26.63,17.71,1,3.64,4.24,3.25,1.41,5.22,6.55,7.11,6.61,5.86,5.54,5.41,4.95,6.69,7.19,4.57,6.12,6.86,3.52,3.91,1.33
PROT_1228,27.08,5.99,0.651,694,27.91,15.09,0,5.22,8.08,6.22,1.94,6.23,6.05,2.73,6.32,7.64,8.3,2.45,2.34,3.74,7.88,4.95,4.85,6.65,1.97,4.32,2.09
PROT_1229,69.48,6.83,-0.904,185,23.01,27.05,1,5.06,6.07,6.18,8.42,7.04,7.28,7.55,6.2,5.66,5.18,3.92,5.01,8.2,3.58,3.46,1.52,1.92,1.22,2.5,4.05
PROT_1230,16.21,8.76,1.399,420,31.57,20.69,0,7.21,6.33,2.62,6.18,6.61,6.85,7.11,5.85,5.78,4.4,1.54,1.07,6.37,6.85,2.77,4.86,2.7,4.87,3.34,6.7
PROT_1231,62.7,10.02,0.602,521,28.14,24.73,0,1.23,7.9,6.76,4.78,3.8,4.57,5.62,6.69,6.3,8.63,3.86,6.43,5.03,2.13,9.2,1.59,2.14,6.14,1.07,6.15
PROT_1232,69.47,8.08,-1.943,782,23.16,20.05,1,3.16,2.23,6.45,4.77,4.18,6.39,5.29,7.31,6.78,2.26,1.53,7.76,7.97,4.48,4.7,5.48,1.73,8.13,5.79,3.6
PROT_1233,28.12,6.59,-1.37,589,30.7,18.96,1,1.74,6.63,7.71,1.41,6.28,3.6,6.35,4.7,3.95,6.35,3.03,4.57,2.75,7.6,7.13,5.09,5.36,6.48,3.78,5.5
PROT_1234,80.03,8.2,1.514,543,25.11,22.02,0,5.71,7.54,1.48,1.65,4.5,9.92,10.08,3.01,7.85,2.45,2.46,2.75,2.98,2.49,8.9,4.75,1.37,5.99,8.12,6.01
PROT_1235,91.19,8.98,-1.973,167,23.74,33.37,1,2.14,10.41,1.64,8.62,1.16,4.6,8.23,3.31,3.03,1.94,8.1,6.11,4.71,5.12,4.3,10.46,7.17,3.9,2.54,2.54
PROT_1236,106.97,7.37,1.048,234,31.71,23.32,0,6.81,4.55,6.78,6.6,2.23,1.45,6.11,6.73,4.96,1.23,6.42,6.06,4.28,5.94,4.11,2.48,6.72,6.39,5.23,4.92
PROT_1237,57.88,10.95,0.077,711,32.56,22.63,0,9.32,1.48,2.46,9.83,5.09,6.07,3.21,3.1,6.94,6.4,7.5,8.11,1.82,2.08,1.2,1.45,7.49,4.67,9.2,2.59
PROT_1238,82.14,5.42,-1.533,557,24.11,22.25,1,6.86,5.88,3.52,4.35,8.06,6.6,7.31,7.27,3.93,6.53,3.06,4.71,4.79,2.28,6.46,4.5,5.49,3.17,3.02,2.21
PROT_1239,46.42,8.95,1.311,537,32.57,14.68,0,6.09,6.69,5.12,3.41,8.45,2.8,3.67,5.13,4.92,4.79,4.49,0.91,2.88,3.91,4.21,7.91,6.32,4.96,5.02,8.33
PROT_1240,97.99,5.84,-1.985,204,24.51,16.06,1,7.12,2.05,6.29,3.63,1.57,8.14,2.79,8.73,5.69,6.11,1.83,7.59,7.01,4.33,1.76,6.54,5.06,3.47,8.62,1.65
PROT_1241,44.05,8.06,-0.196,717,30.95,11.62,1,7.21,1.52,8.13,3.67,5.52,7.7,3.88,3.28,6.44,3.33,8.2,2.55,5.56,5.69,4.64,7.25,6.25,3.73,2.66,2.79
PROT_1242,57.36,10.64,1.984,213,33.88,19.86,0,7.55,4.58,1.61,6.82,6.79,7.15,3.28,3.21,5.63,4.81,6.73,5.18,3.7,5.25,4.15,1.42,5.08,4.89,7.52,4.65
PROT_1243,45.43,5.45,-1.529,399,23.78,20.51,1,4.03,5.93,5.15,3.09,4.79,9.19,2.79,2.02,8.56,5.86,1.32,8.7,2.75,2.29,2.51,8.29,3.65,5.64,8.78,4.64
PROT_1244,32.02,10.95,1.41,203,34.17,17.92,0,8.34,6.72,8.03,2.61,4.02,4.55,4.52,6.61,4.81,0.93,1.02,4.07,4.14,8.78,6.92,4.06,0.91,8.54,3.87,6.56
PROT_1245,82.6,10.99,-0.276,250,28.71,22.32,1,6.83,5.75,1.81,5.26,7.9,7.37,4.67,7.42,4.93,4.5,6.85,6.64,1.86,2.83,6.85,5.39,2.35,0.93,3.12,6.77
PROT_1246,105.32,7.03,-1.608,347,33.26,24.94,1,7.58,8.79,4.45,9.37,1.25,3.34,4.03,2.98,2.54,3.16,8.91,2.75,3.92,8.02,3.37,8.6,5.85,1.94,5.49,3.65
PROT_1247,99.68,8.97,0.291,344,29.39,18.53,0,1.55,6.64,5.81,3.91,5.35,3.95,5.53,2.82,5.54,7.08,6.08,2.45,7.16,1.39,5.4,5.65,4.66,7.0,5.73,6.29
PROT_1248,47.4,7.4,1.994,154,31.15,15.65,1,1.7,3.3,6.31,2.84,1.99,8.06,4.8,9.41,4.65,6.34,2.66,4.71,4.97,5.56,5.52,6.26,4.35,6.18,1.69,8.71
PROT_1249,50.1,7.68,-1.999,369,24.48,20.71,1,4.41,8.54,10.68,1.3,6.36,6.32,3.94,5.24,5.81,2.33,3.01,6.93,7.63,5.8,4.99,4.58,1.34,1.98,1.86,6.95
PROT_1250,99.08,8.22,1.823,430,40.76,17.23,0,6.87,4.18,2.89,5.83,6.94,2.98,5.56,0.99,0.91,6.69,8.48,1.66,8.34,7.09,8.13,2.88,4.56,5.72,3.38,5.91
PROT_1251,74.6,7.07,-1.367,353,30.36,21.35,1,3.05,7.03,1.25,5.15,9.55,4.48,7.08,4.53,2.66,1.34,7.16,2.09,8.3,7.94,5.18,4.95,3.05,2.59,4.32,8.28
PROT_1252,104.26,4.03,1.866,514,27.12,17.77,0,5.84,4.63,6.19,6.9,3.79,8.19,4.43,2.45,7.02,4.79,0.94,1.81,3.57,6.3,1.65,8.59,6.29,2.53,7.34,6.72
PROT_1253,111.16,10.95,-0.357,358,30.36,18.33,1,2.93,4.02,5.18,6.35,5.17,3.44,1.13,6.74,4.12,5.09,3.8,6.83,3.97,7.12,3.83,6.1,6.69,4.55,6.1,6.87
PROT_1254,51.63,9.89,1.237,324,30.95,19.6,0,1.15,3.51,1.86,3.6,4.29,3.8,6.48,7.0,5.01,6.53,6.46,6.01,4.47,5.45,3.54,5.18,6.61,5.28,7.69,6.08
PROT_1255,39.89,9.63,-0.602,647,35.43,19.53,0,7.29,7.7,7.37,5.74,6.26,1.82,1.02,3.59,4.19,2.12,5.73,5.07,2.9,7.13,4.8,3.85,7.48,5.69,2.79,7.47
PROT_1256,20.81,9.62,-0.901,440,39.32,16.91,1,7.73,5.18,1.03,2.98,2.86,7.35,4.22,4.49,2.62,7.28,2.03,4.53,4.29,9.5,5.56,7.06,3.39,7.8,5.12,4.98
PROT_1257,118.26,9.52,1.603,522,28.34,21.83,0,6.51,3.89,2.25,8.6,2.88,1.1,1.68,7.14,7.74,4.05,4.9,7.66,4.4,5.41,2.48,7.83,8.09,4.52,5.93,2.95
PROT_1258,99.44,4.77,1.495,415,24.11,19.37,0,1.38,3.07,9.02,2.31,5.56,8.69,6.35,5.46,2.07,6.57,8.33,7.64,8.1,3.68,8.63,1.53,1.86,2.7,5.59,1.45
PROT_1259,17.41,9.66,-0.624,736,32.02,22.32,1,4.06,8.77,3.01,8.0,4.73,6.01,2.53,2.48,2.8,7.63,4.34,3.02,2.63,3.49,7.85,3.89,6.59,4.71,5.66,7.79
PROT_1260,26.53,5.31,-0.153,452,26.03,15.91,1,3.04,1.48,9.01,1.45,5.32,6.6,4.6,8.96,1.77,2.03,9.89,8.38,8.18,2.39,2.8,3.03,10.27,5.27,2.13,3.41
PROT_1261,27.51,4.21,-0.291,121,32.78,26.75,1,5.84,4.88,3.16,6.05,6.26,8.32,7.88,2.78,4.03,4.72,0.93,7.94,4.76,8.42,4.64,1.37,1.2,7.06,3.98,5.81
PROT_1262,80.12,7.35,0.056,709,23.54,25.9,0,1.26,4.87,2.72,5.58,6.51,4.75,7.25,5.36,2.65,1.05,3.14,8.2,3.98,2.79,8.96,3.78,3.41,6.79,8.43,8.51
PROT_1263,109.61,10.98,0.35,104,29.13,21.59,0,1.99,6.47,4.4,6.15,2.35,5.12,3.31,7.26,2.36,7.01,3.57,5.66,2.89,4.86,6.21,7.01,7.31,6.61,4.38,5.09
